"34","Com. Linear Accelerator","Ballistic Cannon","Weapon","1","6","9","Prototype","280","1","110","","","","","","","","","","","","","","","","","","22","6","8","70","4","","","","","1","35-50","Kinetic","4","","","","","-8","","","","","","","","","","","1","1","222/111/74","417","",
"60","Hyp. Linear Accelerator","Ballistic Cannon","Weapon","1","17","9","Prototype","300","1","110","","","","","","","","","","","","","","","","","","22","14","10","80","6","","","","","1","25-35","Kinetic","60","80 / 40","","","","-4","","","","","","","","","","","","","","","",
"119","Hcl. Linear Accelerator","Ballistic Cannon","Weapon","1","15","9","Prototype","300","1","110","","","","","","","","","","","","","","","","","","22","12","8","10","4","","","","","1","35-50","Kinetic","4","","","","","-8","","","","","","","","","","","","","","","",
"72","Graviton Cannon","Ballistic Cannon","Weapon","1","13","9","Prototype","300","1","110","","","","","","","","","","","","","","","","","","22","6","8","70","4","","","","","1","40-60","Kinetic","6","","","","","-10","","","","","","","","","","","1","1","222/111/74","417","",
"-1","Blast Cannon","Ballistic Cannon","Weapon","2","40","9","Prototype","600","1","300","","","","","","","","","","","","","","","","","","20","12","30","120","12","","","","","3","25-40","Kinetic","4","50","","","","-12","1","15-19","2","Kinetic","","","","-1","","Kinetic explosion inflicts 15-19 damage with a radius of 1 (falloff: 2).","","","","","",
"15","P1-3CE's Gatling Flakker","Ballistic Cannon","Weapon","2","22","9","Prototype","425","1","220","","","","","","","","","","","","","","","","","","22","6","12","80","10","","","","","6","20-25","Kinetic","","","","","","-1","","","","","","","","","","","","","","","",
"13","AWS/Autocannon","Ballistic Cannon","Weapon","3","60","9","Prototype","900","1","360","","","","","","","","","","","","","","","","","","24","","","","","30","","","","1","70-100","Kinetic","6","","","","","-10","","","","","","","","","Selects its own targets and attacks them if in range, at no time cost to you.","","","","","","",
"83","Perforator","Ballistic Cannon","Weapon","2","20","10","Prototype","400","1","220","","","","","","","","","","","","","","","","","","22","6","40","100","10","-20","100","","","11","2-4","Kinetic","40","100 / 75 / 50","","","","","","","","","","","","","","","","","","","",
"73","Omega Cannon","Ballistic Cannon","Weapon","2","22","10","Prototype","500","1","220","","","","","","","","","","","","","","","","","","26","30","20","100","10","20","20","","","1","80-120","Kinetic","10","","","","","-20","","","","","","","","","","","","","","","",
"224","EMP Blaster","Launcher","Weapon","1","4","2","","70","","110","","","","","","","","","","","","","","","","","","14","50","4","33","","","","","","1","","","","","","","","","4","12-24","5","Electromagnetic","","Narrow (50)","2","2","","","1","1","62/31/20","124","",
"191","Shock Bomb Launcher","Launcher","Weapon","1","6","3","","75","","110","","","","","","","","","","","","","","","","","","14","60","5","36","","","","","","1","","","","","","","","","4","14-26","5","Electromagnetic","","Narrow (50)","2","2","","","1","1","73/36/24","146","",
"427","Adv. EMP Blaster","Launcher","Weapon","1","6","3","Prototype","90","","110","","","","","","","","","","","","","","","","","","14","60","5","36","","","","","","1","","","","","","","","","5","17-29","2","Electromagnetic","","Narrow (50)","2","2","","","1","1","116/58/38","219","",
"180","Proton Missile Launcher","Launcher","Weapon","1","7","4","","85","","110","","","","","","","","","","","","","","","","","","14","70","5","39","","10","20","","","1","","","","","","","","","5","16-30","6","Electromagnetic","","Intermediate (30)","2","3","","","1","1","84/42/28","168","",
"219","Imp. Proton Missile Launcher","Launcher","Weapon","1","8","5","","90","","110","","","","","","","","","","","","","","","","","","14","80","6","43","","15","20","","","1","","","","","","","","","5","17-33","6","Electromagnetic","","Intermediate (30)","2","3","","","1","1","95/47/31","190","",
"58","Gui. EMP Blaster","Launcher","Weapon","2","10","5","Prototype","110","","220","","","","","","","","","","","","","","","","","","12","120","15","50","","","","","2","1","","","","","","","","","4","14-26","5","Electromagnetic","","Intermediate (30)","2","2","","","1","1","152/76/50","285","",
"149","Hvy. Shock Bomb Launcher","Launcher","Weapon","1","9","6","","95","","110","","","","","","","","","","","","","","","","","","14","90","7","46","","","","","","1","","","","","","","","","5","20-36","6","Electromagnetic","","Intermediate (30)","2","3","","","1","1","106/53/35","212","",
"46","Tesla Bomb Launcher","Launcher","Weapon","1","9","6","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","90","7","46","","","","","","1","","","","","","","","","5","24-40","3","Electromagnetic","","Wide (10)","2","3","","","1","1","169/84/56","318","",
"63","Hvy. Proton Missile Launcher","Launcher","Weapon","1","9","6","Prototype","150","","110","","","","","","","","","","","","","","","","","","18","100","7","40","","10","20","","","1","","","","","","","","","5","20-36","6","Electromagnetic","","Intermediate (30)","2","3","","","1","1","169/84/56","318","",
"93","Com. Tesla Bomb Launcher","Launcher","Weapon","1","5","7","Prototype","110","","30","","","","","","","","","","","","","","","","","","14","100","8","49","","","","","","1","","","","","","","","","6","21-39","6","Electromagnetic","","Wide (10)","2","4","","","1","1","187/93/62","351","",
"129","Gamma Bomb Array","Launcher","Weapon","1","12","8","","110","","110","","","","","","","","","","","","","","","","","","14","140","10","80","","-10","","","","4","","","","","","","","","4","9-15","2","Electromagnetic","","Wide (10)","3","2","","","1","1","128/64/42","256","",
"28","Enh. Gamma Bomb Array","Launcher","Weapon","1","13","9","Prototype","180","1","110","","","","","","","","","","","","","","","","","","14","160","12","60","","","","","","4","","","","","","","","","4","11-17","2","Electromagnetic","","Wide (10)","4","3","","","1","1","222/111/74","417","",
"1080","Grenade Launcher","Launcher","Weapon","1","3","1","","60","","110","","","","","","","","","","","","","","","","","","10","","10","30","","15","","","","1","","","","","","","","","4","20-48","8","Explosive","","","","-8","","","1","1","51/25/17","102","",
"773","Rocket Launcher","Launcher","Weapon","1","4","2","","70","","110","","","","","","","","","","","","","","","","","","14","","11","33","","","","","","1","","","","","","","","","4","25-57","8","Explosive","","","","-9","","","1","1","62/31/20","124","",
"932","Mni. Grenade Launcher","Launcher","Weapon","1","1","2","","50","","30","","","","","","","","","","","","","","","","","","10","","10","30","","10","","","","1","","","","","","","","","4","25-57","8","Explosive","","","","-9","","","1","1","62/31/20","124","",
"322","Imp. Grenade Launcher","Launcher","Weapon","1","6","3","","75","","110","","","","","","","","","","","","","","","","","","10","","13","36","","15","","","","1","","","","","","","","","4","30-66","10","Explosive","","","","-10","","","1","1","73/36/24","146","",
"257","Missile Launcher","Launcher","Weapon","1","6","3","","75","","110","","","","","","","","","","","","","","","","","","14","","13","36","","10","20","","","1","","","","","","","","","4","30-66","10","Explosive","","","","-10","","","1","1","73/36/24","146","",
"8","YI-UF0's Doublenader","Launcher","Weapon","1","6","3","Prototype","75","1","110","","","","","","","","","","","","","","","","","","14","","25","70","","","","","","2","","","","","","","","","4","20-48","8","Explosive","","","","-8","","","","","","","",
"304","Hvy. Rocket Launcher","Launcher","Weapon","1","7","4","","85","","110","","","","","","","","","","","","","","","","","","14","","14","39","","","","","","1","","","","","","","","","5","36-74","11","Explosive","","","","-11","","","1","1","84/42/28","168","",
"241","Hvy. Missile Launcher","Launcher","Weapon","1","7","4","","85","","110","","","","","","","","","","","","","","","","","","14","","14","39","","10","20","","","1","","","","","","","","","5","36-74","11","Explosive","","","","-11","","","1","1","84/42/28","168","",
"87","Gui. Missile Launcher","Launcher","Weapon","2","10","4","Prototype","80","1","220","","","","","","","","","","","","","","","","","","18","","15","39","","","","","3","1","","","","","","","","","4","30-66","10","Explosive","","","","-10","","","","","","","",
"164","Prc. Grenade Launcher","Launcher","Weapon","1","6","4","Prototype","110","","110","","","","","","","","","","","","","","","","","","10","","13","36","","30","","","","1","","","","","","","","","4","30-66","10","Explosive","","","","-10","","","1","1","134/67/44","252","",
"100","Rocket Array","Launcher","Weapon","1","7","4","Prototype","120","","110","","","","","","","","","","","","","","","","","","14","","20","45","","","100","","","6","","","","","","","","","4","24-36","4","Explosive","","","","-6","","","1","1","134/67/44","252","",
"196","Lrn. Missile Launcher","Launcher","Weapon","1","8","5","","90","","110","","","","","","","","","","","","","","","","","","20","","15","43","","10","20","","","1","","","","","","","","","5","41-83","12","Explosive","","","","-12","","","1","1","95/47/31","190","",
"115","Prc. Rocket Launcher","Launcher","Weapon","1","8","5","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","","15","43","","20","10","","","1","","","","","","","","","5","41-83","12","Explosive","","","","-12","","","1","1","152/76/50","285","",
"86","Scatter Rocket Array","Launcher","Weapon","1","8","5","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","","50","50","","-30","150","","","10","","","","","","","","","3","24-36","4","Explosive","","","","-6","","","1","1","152/76/50","285","",
"329","Smartbomb Launcher","Launcher","Weapon","2","9","6","","100","","220","","","","","","","","","","","","","","","","","","18","","16","46","","","10","","6","1","","","","","","","","","5","46-92","13","Explosive","","","","-13","","","1","1","106/53/35","212","",
"272","Mni. Smartbomb Launcher","Launcher","Weapon","1","4","6","Prototype","60","","30","","","","","","","","","","","","","","","","","","18","","20","80","","","20","","2","1","","","","","","","","","5","46-92","13","Explosive","","","","-13","","","1","1","169/84/56","318","",
"33","Tiamat Missile Launcher","Launcher","Weapon","1","9","6","Prototype","160","","110","","","","","","","","","","","","","","","","","","18","","25","46","","30","20","","","1","","","","","","","","","5","46-92","13","Explosive","","","","-13","","","1","1","169/84/56","318","",
"170","Micro-nuke Launcher","Launcher","Weapon","1","11","7","","105","","110","","","","","","","","","","","","","","","","","","14","","18","49","","","","","","1","","","","","","","","","6","51-101","14","Explosive","","","","-14","","","1","1","117/58/39","234","",
"47","Neutron Missile Launcher","Launcher","Weapon","1","11","7","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","","25","49","","25","20","","","1","","","","","","","","","6","51-101","","Explosive","","","","-14","","","1","1","187/93/62","351","",
"103","Fusion Bomb Launcher","Launcher","Weapon","1","12","8","","115","","110","","","","","","","","","","","","","","","","","","14","","19","52","","","","","","1","","","","","","","","","6","57-109","15","Explosive","","","","-15","","","1","1","128/64/42","256","",
"81","Hellfire Missile Launcher","Launcher","Weapon","1","12","8","Prototype","150","","110","","","","","","","","","","","","","","","","","","16","","30","60","","30","20","","","1","","","","","","","","","4","57-109","7","Explosive","","","","-20","","","1","1","204/102/68","384","",
"43","Adv. Micro-nuke Launcher","Launcher","Weapon","1","9","8","Prototype","180","","110","","","","","","","","","","","","","","","","","","16","","15","30","","","","","","1","","","","","","","","","6","57-109","15","Explosive","","","","-15","","","1","1","204/102/68","384","",
"24","Tactical Quantum Warhead","Launcher","Weapon","1","16","8","Prototype","150","","90","","","","","","","","","","","","","","","","","","20","","70","20","","10","100","","","1","","","","","","","","","10","60-80","3","Explosive","","","","-30","","","1","1","204/102/68","384","",
"33","Vortex Catalyst Activator","Launcher","Weapon","2","20","8","Prototype","200","1","220","Unstable","","","","","","","","","","","","","","","","","22","30","","20","","","","","","1","","","","","","","","","5","134-186","7","Entropic","","","","-30","","","","","","","",
"3","Chain Missile Launcher","Launcher","Weapon","2","25","8","Prototype","225","1","220","","","","","","","","","","","","","","","","","","18","","50","160","","","100","","","3","","","","","","","","","3","60-80","10","Explosive","","","","-15","","","","","","","",
"44","Ragnarok Missile Launcher","Launcher","Weapon","1","13","9","Prototype","160","1","110","","","","","","","","","","","","","","","","","","16","","35","70","","30","20","","","1","","","","","","","","","4","70-130","7","Explosive","","","","-20","","","1","1","222/111/74","417","",
"14","Point Singularity Launcher","Launcher","Weapon","1","13","9","Prototype","250","1","90","","","","","","","","","","","","","","","","","","14","","50","55","","","","","","1","","","","","","","","","3","120-200","40","Explosive","","","","-100","","","1","1","222/111/74","417","",
"22","Gui. Micro-nuke Launcher","Launcher","Weapon","2","11","9","Prototype","140","1","220","","","","","","","","","","","","","","","","","","20","","25","55","","","20","","9","1","","","","","","","","","6","57-109","15","Explosive","","","","-15","","","1","1","222/111/74","417","",
"4","99-TNT's Nukerbomber","Launcher","Weapon","2","24","9","Prototype","280","1","220","","","","","","","","","","","","","","","","","","18","","66","30","15","","","","","4","","","","","","","","","4","51-101","10","Explosive","","","","-14","","","","","","","",
"25","Z-bomb Delivery System","Launcher","Weapon","1","16","10","Prototype","280","1","90","","","","","","","","","","","","","","","","","","14","","100","30","","","","","","1","","","","","","","","","2","250","40","Explosive","","","","-100","","","","","","","",
"52","Sigix Terminator","Launcher","Weapon","2","20","10","Alien","100","1","220","Disposable","","","","","","","","","","","","","","","","","24","","","","","","","","10","1","","","","","","","","","20","1000","10","Thermal","Massive (80)","","","-500","","","","","","","",
"3","Supercharged Sigix Terminator","Launcher","Weapon","2","20","10","Alien","100","1","220","Disposable","","","","","","","","","","","","","","","","","24","","","","","","","","10","1","","","","","","","","","40","1500","10","Thermal","Massive (80)","","","-500","","","","","","","",
"11","Containment Facilitator","Launcher","Weapon","2","6","9","Prototype","120","1","220","Disposable","","","","","","","","","","","","","","","","","16","","","","","20","","","","1","","","","","","","","","6","1","","Special","","","","","Holds targets in place. Also cancels a flying/hovering target's 10%/5% bonus to dodge for the duration.","","","","","","",
"45","Datajack","Special Melee Weapon","Weapon","1","1","1","","10","","20","","","","","","","","","","","","","","","","","","2","10","","10","","","","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","1","1","51/25/17","102","",
"71","Imp. Datajack","Special Melee Weapon","Weapon","1","1","3","","20","","20","","","","","","","","","","","","","","","","","","2","15","","15","","","-50","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","1","1","73/36/24","146","",
"122","Adv. Datajack","Special Melee Weapon","Weapon","1","1","7","","30","","20","","","","","","","","","","","","","","","","","","2","20","","20","","","-100","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","1","1","117/58/39","234","",
"20","Dirty Datajack","Special Melee Weapon","Weapon","1","1","6","","20","1","10","Deteriorating","","","","","","","","","","","","","","","","","2","30","","30","","","-150","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","","","","","",
"272","Remote Datajack","Special Weapon","Weapon","1","3","4","","70","","50","","","","","","","","","","","","","","","","","","12","","5","30","","10","-50","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","","1","1","84/42/28","168","",
"239","Imp. Remote Datajack","Special Weapon","Weapon","1","4","6","","80","","50","","","","","","","","","","","","","","","","","","14","","7","40","","20","-75","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","","1","1","106/53/35","212","",
"125","Adv. Remote Datajack","Special Weapon","Weapon","1","5","8","","90","","50","","","","","","","","","","","","","","","","","","16","","10","50","","20","-100","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","","1","1","128/64/42","256","",
"10","Exp. Remote Datajack","Special Weapon","Weapon","1","3","9","Prototype","100","1","50","","","","","","","","","","","","","","","","","","16","","7","40","","30","-100","","","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","","","","","","",
"116","Gui. Remote Datajack","Special Weapon","Weapon","1","5","9","Prototype","100","1","50","","","","","","","","","","","","","","","","","","16","","10","40","","","","","2","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","","","","","","",
"12","ME-RLN's Wand","Special Weapon","Weapon","1","3","9","Prototype","200","1","30","","","","","","","","","","","","","","","","","","24","","2","30","","","","","2","1","","Special","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after RIF installation, and with Relay Couplers.","","","","","","",
11,"Field Lobotomy Kit","Special Weapon","Weapon","1","8","9","Prototype","130","1","110","Disposable","","","","","","","","","","","","","","","","","16","","","","","30","100","","","1","","Special","","","","","","","","","","","","","","","100% chance to instantly assimilate any robot without disruption immunity. No effect on unpowered, unconnected, or broken bots.","","","","","","",
"672","Mining Laser","Special Weapon","Weapon","1","1","1","","30","","100","","","","","","","","","","","","","","","","","","2","40","","100","","-20","200","","","1","24","Thermal","","","High (50)","","","-20","","","","","","","","","","","1","3","51/25/17","102","",
"10","Welding Torch","Special Weapon","Weapon","1","1","1","","30","","100","","","","","","","","","","","","","","","","","","2","20","","20","","-20","20","","","1","2-4","Thermal","","","Low (25)","","","","","","","","","","","","","","1","3","51/25/17","102","",
"130","Plasma Cutter","Special Weapon","Weapon","1","1","2","","30","","100","","","","","","","","","","","","","","","","","","3","16","","20","","-10","100","","","1","10-12","Thermal","15","","Medium (37)","","","15","","","","","","","","","","","1","3","62/31/20","124","",
"177","Imp. Plasma Cutter","Special Weapon","Weapon","1","1","6","","30","","100","","","","","","","","","","","","","","","","","","3","16","","20","","-10","100","","","1","15-18","Thermal","30","","Medium (37)","","","30","","","","","","","","","","","1","2","106/53/35","212","",
"6","Flamer","Special Weapon","Weapon","1","2","2","","30","1","100","","","","","","","","","","","","","","","","","","5","20","","100","","10","100","","","1","10-12","Thermal","","","Massive (80)","","25","-5","","","","","","","","","","","","1","62/31/20","124","",
"18","Enh. Flamer","Special Weapon","Weapon","1","2","3","","40","1","100","","","","","","","","","","","","","","","","","","6","20","","80","","10","80","","","1","10-12","Thermal","","","Massive (80)","","30","-6","","","","","","","","","","","","1","73/36/24","146","",
"10","Plasma Flamer","Special Weapon","Weapon","1","3","5","","50","1","100","","","","","","","","","","","","","","","","","","5","30","","100","","10","50","","","1","12-14","Thermal","","","Massive (80)","","40","-8","","","","","","","","","","","","1","95/47/31","190","",
"27","AD-0RF's Magmablaster","Special Weapon","Weapon","1","12","8","Prototype","180","1","110","","","","","","","","","","","","","","","","","","10","40","","220","","20","100","","","4","12-14","Thermal","","","Massive (80)","","20","-3","","","","","","","","","","","","","","","",
"10","Stasis Beam","Special Weapon","Weapon","1","5","8","","70","","100","","","","","","","","","","","","","","","","","","10","40","","","","1000","200","","","1","","Special","","","","","","","","","","","","","","","Holds target in place. Beam strength: 1. Also cancels a flying/hovering target's 10%/5% bonus to dodge for the duration.","","1","2","128/64/42","256","",
"19","Stasis Projector","Special Weapon","Weapon","1","6","9","","100","","100","","","","","","","","","","","","","","","","","","12","60","","","","1000","200","","","1","","Special","","","","","","","","","","","","","","","Holds target in place. Beam strength: 2. Also cancels a flying/hovering target's 10%/5% bonus to dodge for the duration.","","1","2","139/69/46","278","",
"8","Exp. Stasis Projector","Special Weapon","Weapon","1","6","9","Prototype","120","1","100","","","","","","","","","","","","","","","","","","14","60","","","","1000","100","","","1","","Special","","","","","","","","","","","","","","","Holds target in place. Beam strength: 3. Also cancels a flying/hovering target's 10%/5% bonus to dodge for the duration.","","1","1","222/111/74","417","",
"164","Molecular Deconstructor","Special Weapon","Weapon","2","6","8","Prototype","200","1","220","","","","","","","","","","","","","","","","","","10","100","5","","","","100","","","1","","Special","","","","","","","","","","","","","","","","","","","","","",
"55","Hammer","Impact Weapon","Weapon","1","2","1","","50","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","1","10-25","Impact","","","","","","","","","","","","","","","","","1","2","51/25/17","102","",
"49","Mace","Impact Weapon","Weapon","1","2","2","","56","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","1","12-31","Impact","","","","","","","","","","","","","","","","","1","2","62/31/20","124","",
"42","Flail","Impact Weapon","Weapon","1","2","2","","56","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","1","12-36","Impact","","","","","","","","","","","","","","","","","1","2","62/31/20","124","",
"59","Maul","Impact Weapon","Weapon","1","3","2","","56","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","1","14-36","Impact","","","","","","","","","","","","","","","","","1","2","62/31/20","124","",
"64","Hvy. Hammer","Impact Weapon","Weapon","1","3","2","","56","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","1","12-40","Impact","","","","","","","","","","","","","","","","","1","2","62/31/20","124","",
"55","Hvy. Mace","Impact Weapon","Weapon","1","3","3","","63","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","1","16-42","Impact","","","","","","","","","","","","","","","","","1","2","73/36/24","146","",
"45","Hvy. Flail","Impact Weapon","Weapon","1","3","3","","63","","20","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","1","14-42","Impact","","","","","","","","","","","","","","","","","1","2","73/36/24","146","",
"70","Great Maul","Impact Weapon","Weapon","1","4","3","","63","","20","","","","","","","","","","","","","","","","","","2","6","","5","","","100","","","1","16-42","Impact","","","","","","","","","","","","","","","","","1","2","73/36/24","146","",
"82","Powered Hammer","Impact Weapon","Weapon","1","3","4","","69","","20","","","","","","","","","","","","","","","","","","2","7","","6","","","25","","","1","16-42","Impact","","","","","","","","","","","","","","","","","1","2","84/42/28","168","",
"51","Mak. Hammer","Impact Weapon","Weapon","1","3","4","","69","1","20","","","","","","","","","","","","","","","","","","2","7","","6","","-10","","","","1","20-42","Impact","","","","","","","","","","","","","","","","","","2","84/42/28","168","",
"72","Power Maul","Impact Weapon","Weapon","1","3","4","","69","","20","","","","","","","","","","","","","","","","","","2","8","","6","","","50","","","1","16-48","Impact","","","","","","","","","","","","","","","","","1","2","84/42/28","168","",
"29","Impact Mace","Impact Weapon","Weapon","1","3","4","Prototype","69","","20","","","","","","","","","","","","","","","","","","2","7","","7","","","50","","","1","18-48","Impact","","","","","","","","","","","","","","","","","1","1","134/67/44","252","",
"65","Shock Maul","Impact Weapon","Weapon","1","3","5","Prototype","75","","20","","","","","","","","","","","","","","","","","","2","15","","5","","","50","","","1","18-48","Impact","","","","","25","","","","","","","","","","","","1","1","152/76/50","285","",
"9","Thunder Hammer","Impact Weapon","Weapon","1","4","6","Prototype","81","","20","","","","","","","","","","","","","","","","","","2","20","","5","","","50","","","1","19-53","Impact","","","","","","","","","","","","","","","","","1","1","169/84/56","318","",
"16","Gravity Flail","Impact Weapon","Weapon","1","3","7","Prototype","88","","20","","","","","","","","","","","","","","","","","","2","20","","7","","","50","","","1","23-64","Impact","","","","","","","","","","","","","","","","","1","1","187/93/62","351","",
"1","CL-ANK's Mallet","Impact Weapon","Weapon","2","12","9","Prototype","240","1","80","","","","","","","","","","","","","","","","","","2","120","","25","","30","100","","","1","30-80","Kinetic","66","","","","","","","","","","","","","","","","","","","","",
"126","Core Stripper","Impact Weapon","Weapon","2","10","10","Alien","225","1","220","","","","","","","","","","","","","","","","","","2","300","","200","","20","100","","","1","30-80","Kinetic","10","","","","25","","","","","","","","","","Splits robots into constituent parts on 33% of successful hits.","","","","","","",
"50","Mining Claw","Slashing Weapon","Weapon","1","2","1","","40","","15","","","","","","","","","","","","","","","","","","2","4","","5","","-10","100","","","1","22-25","Slashing","2","","","","","","","","","","","","","","","","1","3","51/25/17","102","",
"227","Katana","Slashing Weapon","Weapon","1","2","3","","50","","15","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","1","27-36","Slashing","2","","","","","","","","","","","","","","","","1","2","73/36/24","146","",
"120","Scythe","Slashing Weapon","Weapon","1","2","3","","50","","15","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","1","29-32","Slashing","5","","","","","","","","","","","","","","","","1","2","73/36/24","146","",
"151","Axe","Slashing Weapon","Weapon","1","3","3","","50","","15","","","","","","","","","","","","","","","","","","2","6","","5","","","75","","","1","27-42","Slashing","3","","","","","","","","","","","","","","","","1","2","73/36/24","146","",
"114","Chainsword","Slashing Weapon","Weapon","1","3","4","","55","","15","","","","","","","","","","","","","","","","","","2","6","","5","","","50","","","1","29-42","Slashing","3","","","","","","","","","","","","","","","","1","2","84/42/28","168","",
"103","Ripper","Slashing Weapon","Weapon","1","3","4","","55","1","15","","","","","","","","","","","","","","","","","","2","6","","5","","","50","","","1","27-44","Slashing","3","","","","","","","","","","","","","","","","","1","84/42/28","168","",
"149","Mak. Axe","Slashing Weapon","Weapon","1","3","4","","55","1","15","","","","","","","","","","","","","","","","","","2","5","","5","","-10","","","","1","29-44","Slashing","4","","","","","","","","","","","","","","","","","2","84/42/28","168","",
"157","Mak. Sword","Slashing Weapon","Weapon","1","2","4","","40","1","15","","","","","","","","","","","","","","","","","","2","5","","5","","-10","","","","1","32-38","Slashing","4","","","","","","","","","","","","","","","","","2","84/42/28","168","",
"188","Great Axe","Slashing Weapon","Weapon","1","4","4","","55","","15","","","","","","","","","","","","","","","","","","2","5","","5","","","75","","","1","29-48","Slashing","4","","","","","","","","","","","","","","","","1","2","84/42/28","168","",
"176","Greatsword","Slashing Weapon","Weapon","2","5","4","","140","","160","","","","","","","","","","","","","","","","","","2","10","","5","","","100","","","1","42-59","Slashing","5","","","","","","","","","","","","","","","","1","2","84/42/28","168","",
"164","Power Sword","Slashing Weapon","Weapon","1","3","5","","60","","15","","","","","","","","","","","","","","","","","","2","8","","5","","","50","","","1","31-48","Slashing","3","","","","","","","","","","","","","","","","1","2","95/47/31","190","",
"50","Falx","Slashing Weapon","Weapon","1","4","5","","60","","15","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","1","36-48","Slashing","10","","","","","","","","","","","","","","","","1","2","95/47/31","190","",
"30","Segregator","Slashing Weapon","Weapon","1","3","5","","60","1","40","","","","","","","","","","","","","","","","","","2","10","","10","","","100","","","1","10-20","Thermal","3","","","","","","","","","","","","","","","Overloads the highest-listed active power source to create a powerful directed charge that blasts up to four components clean off the target.","","","","","",
"5","Tearclaws","Slashing Weapon","Weapon","2","10","5","","80","1","80","","","","","","","","","","","","","","","","","","2","60","","20","","","100","","","1","5-30","Slashing","","","","","","","","","","","","","","","","40% chance to rip component off target.","","","","","",
"267","Phasing Sabre","Slashing Weapon","Weapon","1","4","6","","65","1","15","","","","","","","","","","","","","","","","","","2","12","","10","","","50","","","1","30-53","Slashing","3","","","","","","","","","","","","","","","","","1","106/53/35","212","",
"46","Plasma Sword","Slashing Weapon","Weapon","1","3","6","Prototype","65","","15","","","","","","","","","","","","","","","","","","2","10","","8","","","50","","","1","33-53","Slashing","3","","","","","","","","","","","","","","","","1","1","169/84/56","318","",
"55","Ionic Axe","Slashing Weapon","Weapon","1","4","6","Prototype","65","","15","","","","","","","","","","","","","","","","","","2","10","","5","","","50","","","1","33-59","Slashing","3","","","","","","","","","","","","","","","","1","1","169/84/56","318","",
